,Community,Disease,Shared genes,Disease genes,Community size,Ratio disease,Ratio community,Relevance
283,0,"Adenocarcinoma, Basal Cell",12,94,988,0.1276595744680851,0.012145748987854251,0.001550521147385649
284,0,Malignant neoplasm of lung,258,1671,988,0.15439856373429084,0.2611336032388664,0.040318653282841135
285,0,Wide nose,8,57,988,0.14035087719298245,0.008097165991902834,0.0011364443497407486
286,0,Hyperactive behavior,41,505,988,0.08118811881188119,0.04149797570850203,0.003369142582274422
287,0,Malignant Peripheral Nerve Sheath Tumor,18,145,988,0.12413793103448276,0.018218623481781375,0.0022616222253245845
288,0,Congenital contractural arachnodactyly,19,162,988,0.11728395061728394,0.019230769230769232,0.002255460588793922
289,0,Growth failure,17,162,988,0.10493827160493827,0.01720647773279352,0.001805618033688209
290,0,Prostatic Intraepithelial Neoplasias,10,135,988,0.07407407407407407,0.010121457489878543,0.000749737591842855
291,0,Endometrioid carcinoma ovary,6,37,988,0.16216216216216217,0.006072874493927126,0.000984790458474669
292,0,Li-Fraumeni Syndrome,4,44,988,0.09090909090909091,0.004048582995951417,0.000368052999631947
293,0,"Hernia, Inguinal",6,99,988,0.06060606060606061,0.006072874493927126,0.000368052999631947
294,0,Ovarian Carcinoma,223,1507,988,0.1479761114797611,0.2257085020242915,0.03339946645747644
295,0,Adenoid Cystic Carcinoma,18,159,988,0.11320754716981132,0.018218623481781375,0.002062485677182797
296,0,Congenital Abnormality,48,435,988,0.1103448275862069,0.048582995951417005,0.005360882311880497
297,0,Childhood Glioblastoma,19,144,988,0.13194444444444445,0.019230769230769232,0.0025373931623931625
298,0,Malignant tumor of cervix,93,623,988,0.1492776886035313,0.09412955465587045,0.014051442348308109
299,0,Charcot-Marie-Tooth Disease,19,222,988,0.08558558558558559,0.019230769230769232,0.001645876645876646
300,0,Absent speech,4,68,988,0.058823529411764705,0.004048582995951417,0.00023815194093831864
301,0,Cervix carcinoma,102,772,988,0.13212435233160622,0.10323886639676114,0.01364036835812129
302,0,Sparse scalp hair,3,53,988,0.05660377358490566,0.003036437246963563,0.00017187380643189979
303,0,Full lower lip,4,65,988,0.06153846153846154,0.004048582995951417,0.00024914356898162566
304,0,Thick lower lip vermilion,4,65,988,0.06153846153846154,0.004048582995951417,0.00024914356898162566
305,0,Acoustic Neuroma,6,62,988,0.0967741935483871,0.006072874493927126,0.000587697531670367
306,0,Benign Neoplasm,7,59,988,0.11864406779661017,0.00708502024291498,0.0008405956220407603
307,0,Growth delay,13,131,988,0.09923664122137404,0.013157894736842105,0.0013057452792286058
308,0,Developmental delay (disorder),19,148,988,0.12837837837837837,0.019230769230769232,0.002468814968814969
309,0,Prominent eyes,15,108,988,0.1388888888888889,0.015182186234817813,0.0021086369770580296
310,0,Protruding eyes,15,108,988,0.1388888888888889,0.015182186234817813,0.0021086369770580296
311,0,Intraepithelial Neoplasia,12,76,988,0.15789473684210525,0.012145748987854251,0.0019177498401875132
312,0,Melanocytic nevus,18,155,988,0.11612903225806452,0.018218623481781375,0.002115711114013321
313,0,Congenital anomaly of face,6,100,988,0.06,0.006072874493927126,0.00036437246963562755
314,0,Lymphoma,120,907,988,0.13230429988974643,0.1214574898785425,0.01606934816474653
315,0,Gallbladder Carcinoma,28,176,988,0.1590909090909091,0.02834008097165992,0.00450864924549135
316,0,Growth retardation,13,130,988,0.1,0.013157894736842105,0.0013157894736842105
317,0,Poor growth,13,130,988,0.1,0.013157894736842105,0.0013157894736842105
318,0,Heart Septal Defects,5,49,988,0.10204081632653061,0.005060728744939271,0.000516400892340742
319,0,Hematopoietic Neoplasms,18,147,988,0.12244897959183673,0.018218623481781375,0.002230851854912005
320,0,"Neoplastic Syndromes, Hereditary",7,64,988,0.109375,0.00708502024291498,0.000774924089068826
321,0,Malignant neoplasm of prostate,323,2191,988,0.1474212688270196,0.3269230769230769,0.04819541480883333
322,0,Werner Syndrome,10,78,988,0.1282051282051282,0.010121457489878543,0.0012976227551126335
323,0,Noonan Syndrome,2,52,988,0.038461538461538464,0.0020242914979757085,7.785736530675803e-05
324,0,Adenocarcinoma Of Esophagus,36,222,988,0.16216216216216217,0.03643724696356275,0.005908742750848014
325,0,Supratentorial atrophy,5,112,988,0.044642857142857144,0.005060728744939271,0.00022592539039907462
326,0,Hyperkyphosis,14,122,988,0.11475409836065574,0.01417004048582996,0.0016260702196854051
327,0,Dysarthria,18,210,988,0.08571428571428572,0.018218623481781375,0.0015615962984384035
328,0,HIV Coinfection,23,83,988,0.27710843373493976,0.02327935222672065,0.006450904833910542
329,0,Nephroblastoma,34,271,988,0.12546125461254612,0.03441295546558704,0.004317492567638226
330,0,Very poor growth,13,134,988,0.09701492537313433,0.013157894736842105,0.0012765121759622938
331,0,Degenerative brain disorder,8,129,988,0.06201550387596899,0.008097165991902834,0.0005021498289552145
332,0,Transitional cell carcinoma of bladder,22,129,988,0.17054263565891473,0.022267206477732792,0.0037975080814738093
333,0,Juvenile Myelomonocytic Leukemia,18,96,988,0.1875,0.018218623481781375,0.003415991902834008
334,0,Polyhydramnios,8,96,988,0.08333333333333333,0.008097165991902834,0.0006747638326585695
335,0,Soft Tissue Neoplasms,5,69,988,0.07246376811594203,0.005060728744939271,0.0003667194742709617
336,0,Biliary Tract Cancer,17,101,988,0.16831683168316833,0.01720647773279352,0.002896139816410791
337,0,Extrahepatic Cholangiocarcinoma,8,66,988,0.12121212121212122,0.008097165991902834,0.000981474665685192
338,0,Luminal B Breast Carcinoma,9,66,988,0.13636363636363635,0.009109311740890687,0.001242178873757821
339,0,Nonverbal,4,63,988,0.06349206349206349,0.004048582995951417,0.000257052888631836
340,0,Glucocorticoid Receptor Deficiency,7,48,988,0.14583333333333334,0.00708502024291498,0.0010332321187584345
341,0,Papilloma,19,155,988,0.12258064516129032,0.019230769230769232,0.0023573200992555833
342,0,Seizures,79,816,988,0.09681372549019608,0.07995951417004049,0.007741178455187744
343,0,Low posterior hairline,7,57,988,0.12280701754385964,0.00708502024291498,0.0008700902052702607
344,0,Adult Medulloblastoma,2,54,988,0.037037037037037035,0.0020242914979757085,7.49737591842855e-05
345,0,Hirsutism,3,54,988,0.05555555555555555,0.003036437246963563,0.00016869095816464237
346,0,Myeloproliferative disease,27,197,988,0.13705583756345177,0.027327935222672066,0.003745453050823075
347,0,Adult Acute Myeloblastic Leukemia,12,82,988,0.14634146341463414,0.012145748987854251,0.0017774266811494024
348,0,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,7,82,988,0.08536585365853659,0.00708502024291498,0.0006048188012244495
349,0,Dwarfism,21,206,988,0.10194174757281553,0.02125506072874494,0.002166778035454581
350,0,oligodendroglioma,18,140,988,0.12857142857142856,0.018218623481781375,0.0023423944476576052
351,0,Malignant neoplasm of liver,79,567,988,0.13932980599647266,0.07995951417004049,0.011140743596883948
352,0,Other specified transient cerebral ischemias,12,120,988,0.1,0.012145748987854251,0.0012145748987854252
353,0,Motor neuron atrophy,6,73,988,0.0821917808219178,0.006072874493927126,0.0004991403693638733
354,0,Cervical Adenocarcinoma,11,56,988,0.19642857142857142,0.011133603238866396,0.002186957779063042
355,0,Childhood Leukemia,19,129,988,0.14728682170542637,0.019230769230769232,0.002832438878950507
356,0,Childhood Acute Lymphoblastic Leukemia,33,320,988,0.103125,0.03340080971659919,0.0034444585020242916
357,0,"Breast Cancer, Familial",18,119,988,0.15126050420168066,0.018218623481781375,0.0027557581737148295
358,0,Macrostomia,7,83,988,0.08433734939759036,0.00708502024291498,0.0005975318277157212
359,0,Cardiomyopathies,35,345,988,0.10144927536231885,0.0354251012145749,0.0035938508478554248
360,0,Dystonia,20,187,988,0.10695187165775401,0.020242914979757085,0.002165017644893806
361,0,Osteoarthrosis Deformans,5,72,988,0.06944444444444445,0.005060728744939271,0.0003514394961763383
362,0,Neurofibromatosis 2,6,58,988,0.10344827586206896,0.006072874493927126,0.0006282283959234957
363,0,Primary Effusion Lymphoma,15,118,988,0.1271186440677966,0.015182186234817813,0.0019299389281548067
364,0,Pointed chin,2,43,988,0.046511627906976744,0.0020242914979757085,9.415309292910272e-05
365,0,Congenital Heart Defects,23,205,988,0.11219512195121951,0.02327935222672065,0.0026118297620223167
366,0,Mouth Neoplasms,10,103,988,0.0970873786407767,0.010121457489878543,0.0009826657757163633
367,0,Brachydactyly,10,154,988,0.06493506493506493,0.010121457489878543,0.0006572374993427624
368,0,Acute Erythroblastic Leukemia,23,168,988,0.13690476190476192,0.02327935222672065,0.0031870541738962797
369,0,Head and Neck Neoplasms,9,85,988,0.10588235294117647,0.009109311740890687,0.0009645153608001904
370,0,Nijmegen Breakage Syndrome,9,52,988,0.17307692307692307,0.009109311740890687,0.0015766116474618497
371,0,Atypical Lipoma,2,33,988,0.06060606060606061,0.0020242914979757085,0.000122684333210649
372,0,"Carcinoma, Endometrioid",19,90,988,0.2111111111111111,0.019230769230769232,0.00405982905982906
373,0,Insulin Resistance,4,66,988,0.06060606060606061,0.004048582995951417,0.000245368666421298
374,0,Hereditary Nonpolyposis Colorectal Cancer,15,100,988,0.15,0.015182186234817813,0.002277327935222672
375,0,Exophthalmos,15,110,988,0.13636363636363635,0.015182186234817813,0.0020702981229297015
376,0,Classical Hodgkin's Lymphoma,14,127,988,0.11023622047244094,0.01417004048582996,0.0015620517070993657
377,0,Congenital anomaly of the kidney,3,36,988,0.08333333333333333,0.003036437246963563,0.00025303643724696357
378,0,Well Differentiated Oligodendroglioma,17,134,988,0.12686567164179105,0.01720647773279352,0.002182911354160372
379,0,Joint stiffness,4,92,988,0.043478260869565216,0.004048582995951417,0.0001760253476500616
380,0,Muscle degeneration,19,192,988,0.09895833333333333,0.019230769230769232,0.0019030448717948718
381,0,Bowed and upward slanting eyebrows,2,57,988,0.03508771929824561,0.0020242914979757085,7.102777185879679e-05
382,0,Highly arched eyebrow,2,57,988,0.03508771929824561,0.0020242914979757085,7.102777185879679e-05
383,0,Nasopharyngeal carcinoma,101,549,988,0.18397085610200364,0.10222672064777327,0.01880673731407122
384,0,Mammary Ductal Carcinoma,8,54,988,0.14814814814814814,0.008097165991902834,0.001199580146948568
385,0,Absent tendon reflex,9,104,988,0.08653846153846154,0.009109311740890687,0.0007883058237309248
386,0,Flexion contracture of proximal interphalangeal joint,9,86,988,0.10465116279069768,0.009109311740890687,0.0009533000659071651
387,0,Dislocation of elbow joint,2,32,988,0.0625,0.0020242914979757085,0.00012651821862348178
388,0,Radiohumeral dislocation,2,32,988,0.0625,0.0020242914979757085,0.00012651821862348178
389,0,Ulnohumeral dislocation,2,32,988,0.0625,0.0020242914979757085,0.00012651821862348178
390,0,Osteoporosis,41,317,988,0.12933753943217666,0.04149797570850203,0.00536724606955389
391,0,"Reflex, Deep Tendon, Absent",9,106,988,0.08490566037735849,0.009109311740890687,0.0007734321289435489
392,0,Absent reflex,9,106,988,0.08490566037735849,0.009109311740890687,0.0007734321289435489
393,0,Nevus,5,70,988,0.07142857142857142,0.005060728744939271,0.00036148062463851936
394,0,Hereditary Nonpolyposis Colorectal Neoplasms,3,35,988,0.08571428571428572,0.003036437246963563,0.00026026604973973397
395,0,Malignant mesothelioma,36,244,988,0.14754098360655737,0.03643724696356275,0.005375987256919094
396,0,Adenocarcinoma in Situ,4,28,988,0.14285714285714285,0.004048582995951417,0.000578368999421631
397,0,Medullomyoblastoma,2,38,988,0.05263157894736842,0.0020242914979757085,0.00010654165778819518
398,0,Melanotic medulloblastoma,2,38,988,0.05263157894736842,0.0020242914979757085,0.00010654165778819518
399,0,Deafness,14,201,988,0.06965174129353234,0.01417004048582996,0.0009869679940379076
400,0,Long face,11,85,988,0.12941176470588237,0.011133603238866396,0.001440819242676828
401,0,HER2 gene amplification,7,47,988,0.14893617021276595,0.00708502024291498,0.0010552157808596779
402,0,Metastatic melanoma,43,300,988,0.14333333333333334,0.043522267206477734,0.006238191632928476
403,0,Developmental Disabilities,14,129,988,0.10852713178294573,0.01417004048582996,0.0015378338511753444
404,0,Malignant Uterine Corpus Neoplasm,4,24,988,0.16666666666666666,0.004048582995951417,0.0006747638326585695
405,0,Non-Small Cell Lung Carcinoma,245,1522,988,0.1609724047306176,0.2479757085020243,0.03991724611234951
406,0,"Adenocarcinoma, Tubular",13,97,988,0.13402061855670103,0.013157894736842105,0.0017634291915355398
407,0,Thyroid Neoplasm,39,340,988,0.11470588235294117,0.039473684210526314,0.004527863777089783
408,0,Malignant neoplasm of gallbladder,23,152,988,0.1513157894736842,0.02327935222672065,0.0035225335606222036
409,0,Joint laxity,6,74,988,0.08108108108108109,0.006072874493927126,0.0004923952292373345
410,0,Mucinous Adenocarcinoma,11,74,988,0.14864864864864866,0.011133603238866396,0.0016549950760477077
411,0,Narrow face,2,52,988,0.038461538461538464,0.0020242914979757085,7.785736530675803e-05
412,0,Simple ear,3,52,988,0.057692307692307696,0.003036437246963563,0.00017517907194020555
413,0,Thin face,2,52,988,0.038461538461538464,0.0020242914979757085,7.785736530675803e-05
414,0,Broad cranium shape,4,94,988,0.0425531914893617,0.004048582995951417,0.00017228012748729435
415,0,Wide skull shape,4,94,988,0.0425531914893617,0.004048582995951417,0.00017228012748729435
416,0,Stage IV Ovarian Carcinoma,6,34,988,0.17647058823529413,0.006072874493927126,0.001071683734222434
417,0,Giant Cell Glioblastoma,5,63,988,0.07936507936507936,0.005060728744939271,0.0004016451384872437
418,0,Collecting Duct Carcinoma of the Kidney,9,106,988,0.08490566037735849,0.009109311740890687,0.0007734321289435489
419,0,Malignant neoplasm of kidney,49,302,988,0.16225165562913907,0.04959514170040486,0.008046893852052444
420,0,Mesothelioma,42,276,988,0.15217391304347827,0.04251012145748988,0.006468931526139764
421,0,Hydrops Fetalis,5,81,988,0.06172839506172839,0.005060728744939271,0.00031239066326785623
422,0,"Carcinoma, Pancreatic Ductal",4,40,988,0.1,0.004048582995951417,0.00040485829959514174
423,0,Cystadenoma,5,43,988,0.11627906976744186,0.005060728744939271,0.000588456830806892
424,0,High grade serous carcinoma,4,27,988,0.14814814814814814,0.004048582995951417,0.000599790073474284
425,0,Uterine Cervical Neoplasm,12,96,988,0.125,0.012145748987854251,0.0015182186234817814
426,0,Polymicrogyria,11,86,988,0.12790697674418605,0.011133603238866396,0.0014240655305526786
427,0,TARSAL-CARPAL COALITION SYNDROME,17,125,988,0.136,0.01720647773279352,0.002340080971659919
428,0,Dystonic disease,10,113,988,0.08849557522123894,0.010121457489878543,0.0008957042026441188
429,0,Ki-1+ Anaplastic Large Cell Lymphoma,22,169,988,0.1301775147928994,0.022267206477732792,0.002898689600651606
430,0,Deformity of face,3,57,988,0.05263157894736842,0.003036437246963563,0.00015981248668229278
431,0,Distortion of face,3,57,988,0.05263157894736842,0.003036437246963563,0.00015981248668229278
432,0,Funny looking face,3,57,988,0.05263157894736842,0.003036437246963563,0.00015981248668229278
433,0,Ischemia of kidney,15,78,988,0.19230769230769232,0.015182186234817813,0.002919651199003426
434,0,"Adenocarcinoma, Clear Cell",9,88,988,0.10227272727272728,0.009109311740890687,0.0009316341553183658
435,0,Severe psychomotor retardation,2,54,988,0.037037037037037035,0.0020242914979757085,7.49737591842855e-05
436,0,Aase Smith syndrome 2,10,19,988,0.5263157894736842,0.010121457489878543,0.005327082889409759
437,0,Uterine Carcinosarcoma,3,23,988,0.13043478260869565,0.003036437246963563,0.0003960570322126386
438,0,"Hearing Loss, Partial",13,191,988,0.06806282722513089,0.013157894736842105,0.0008955635161201433
439,0,"Parkinson Disease, Familial, Type 1",6,30,988,0.2,0.006072874493927126,0.0012145748987854252
440,0,Abnormality of the urinary system,10,30,988,0.3333333333333333,0.010121457489878543,0.0033738191632928472
441,0,Abnormality of the pinna,3,51,988,0.058823529411764705,0.003036437246963563,0.00017861395570373899
442,0,Low grade glioma,7,51,988,0.13725490196078433,0.00708502024291498,0.0009724537588314679
443,0,Pemphigus Vulgaris,6,51,988,0.11764705882352941,0.006072874493927126,0.0007144558228149559
444,0,Brachycephaly,5,100,988,0.05,0.005060728744939271,0.00025303643724696357
445,0,Meningioma,49,313,988,0.15654952076677317,0.04959514170040486,0.007764095665558589
446,0,Kyphoscoliosis deformity of spine,7,67,988,0.1044776119402985,0.00708502024291498,0.0007402259955284307
447,0,Sloping forehead,5,67,988,0.07462686567164178,0.005060728744939271,0.0003776663242491993
